City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
672,Krasnokamensk,50.0979,118.0369,59.14,66,12,3.29,RU,2022-08-11 12:34:06,few clouds
673,Dunedin,-45.8742,170.5036,39.79,77,57,1.99,NZ,2022-08-11 12:34:06,broken clouds
674,Hibbing,47.4272,-92.9377,53.38,84,0,3.44,US,2022-08-11 12:32:46,clear sky
675,Richards Bay,-28.783,32.0377,82.15,45,4,12.26,ZA,2022-08-11 12:34:07,clear sky
676,Rauma,61.1272,21.5113,68.04,75,100,5.86,FI,2022-08-11 12:34:07,overcast clouds
677,Plettenberg Bay,-34.0527,23.3716,62.76,70,82,8.77,ZA,2022-08-11 12:34:07,broken clouds
678,Primorsk,46.7348,36.3443,87.22,34,100,8.39,UA,2022-08-11 12:34:08,overcast clouds
679,Sandwick,60.0,-1.25,55.22,100,75,11.5,GB,2022-08-11 12:34:08,light rain
680,Bull Savanna,17.8868,-77.5902,79.05,72,0,4.21,JM,2022-08-11 12:34:08,clear sky
681,Rorvik,64.8621,11.2373,58.98,77,75,23.02,NO,2022-08-11 12:34:09,broken clouds
682,Venado Tuerto,-33.7456,-61.9688,48.76,67,0,13.31,AR,2022-08-11 12:34:09,clear sky
683,Madhoganj,27.1167,80.15,90.18,54,52,15.08,IN,2022-08-11 12:34:09,broken clouds
684,Doctor Cecilio Baez,-25.05,-56.3167,60.03,66,4,5.21,PY,2022-08-11 12:34:10,clear sky
685,Thunder Bay,48.4001,-89.3168,51.71,93,0,2.3,CA,2022-08-11 12:32:46,clear sky
686,Port Moresby,-9.4431,147.1797,78.22,73,20,14.97,PG,2022-08-11 12:34:10,few clouds
687,Nadym,65.5333,72.5167,63.43,54,100,6.82,RU,2022-08-11 12:34:11,overcast clouds
688,Antropovo,58.3988,43.0066,71.98,38,56,6.31,RU,2022-08-11 12:34:11,broken clouds
